KBA-Referenznummer;Rckrufcode des Herstellers;Verffentlichungsdatum;Marke;Modell;Mangelbezeichnung;Produktionszeitraum von;Produktionszeitraum bis;Rckrufseite des Herstellers;Mangelbeschreibung;Titel der Manahme;Beschreibung der Manahme;Mgliche Eingrenzung der betroffenen Modelle;Bekannte Vorflle mit Sach- und/oder Personenschden;Anzahl potentiell betroffene Fahrzeugteile weltweit;Anzahl potentiell betroffene Fahrzeugteile
11878;C0242;44854;VOLVO TRUCKS;FM, FH, FH16;Aufgrund einer falschen Software Ansteuerung könnte der Scheibenwischer ausfallen, was wiederum, je nach Wetterbedingungen, zu einer Sichtbeeinträchtigung führen könnte.;2021;2022;N/A;Aufgrund einer falschen Software Ansteuerung könnte der Scheibenwischer ausfallen, was wiederum, je nach Wetterbedingungen, zu einer Sichtbeeinträchtigung führen könnte.;N/A;Software Update und Relais Wechsel;N/A;keine;29487;3092
11030;21SMD-056;44434;TOYOTA;PROACE, PROACE VERSO;Aufgrund unsachgemäßer Schweißnähte der Führungen für die hinteren Fahrwerksfedern kann es zu einem Versagen der hinteren Radaufhängung mit Kontrollverlust kommen.;2021;2021;N/A;Aufgrund unsachgemäßer Schweißnähte der Führungen für die hinteren Fahrwerksfedern kann es zu einem Versagen der hinteren Radaufhängung mit Kontrollverlust kommen.;N/A;Die betroffenen Schweißstellen werden kontrolliert und ggf. nachgearbeitet.;N/A;Toyota ist diesbezüglich kein Vorfall im Feld bekannt.;864;168
12131;7891007, 7891008;44929;MERCEDES-BENZ;CLC;Panoramaglasdach löst sich vom Rahmen.;2000;2010;N/A;Panoramaglasdach löst sich vom Rahmen.;N/A;Im Rahmen eines Rückrufes werden an dem Fahrzeug die Verklebung des Glasdeckels überprüfen und ggf. das Schiebedach ausgetauscht.;N/A;Das KBA hat Meldung von einem Sachschadenfall.;162472;42953
12944;CI23-019;45245;TOYOTA;PROACE VERSO, PROACE CITY, PROACE, PROACE CITY VERSO;Fehlerhafte Kalibrierung der Harnstoffpumpendiagnose im Motorsteuergerät führt zum Ausbleiben einer Warnung an den Fahrer bei Deaktivierung des SCR-Katalysators.;2020;2022;N/A;Fehlerhafte Kalibrierung der Harnstoffpumpendiagnose im Motorsteuergerät führt zum Ausbleiben einer Warnung an den Fahrer bei Deaktivierung des SCR-Katalysators.;N/A;Die Software des Motorsteuergeräts wird aktualisiert.;N/A;Keine;47284;5997
12072;KBD (E191904440);44771;OPEL;GRANDLAND X;Es kann aufgrund von Rußüberlastung zu Schäden am Dieselrußpartikelfilter kommen.;2017;2020;N/A;Es kann aufgrund von Rußüberlastung zu Schäden am Dieselrußpartikelfilter kommen.;N/A;Kontrolle und ggf. Austausch des Dieselrußpartikelfilters (DPF);N/A;N/A;6523;3803
11203;LSP-ADA2;44482;MERCEDES-BENZ;ACTROS;Eine fehlerhafte Lenkspindel könnte dazu führen, dass bei eingeschaltetem Assistenzsystem eine Warnung zur Übernahme des Lenkrades ausbleibt.;2021;2021;N/A;Eine fehlerhafte Lenkspindel könnte dazu führen, dass bei eingeschaltetem Assistenzsystem eine Warnung zur Übernahme des Lenkrades ausbleibt.;N/A;Tausch der Lenkspindel.;Actros 963, welche das Fahrerassistenzsystem Active Drive Assist 2 (Sonderausstattung S2A) enthalten.;keine;80;18
12725;JQD;45030;DS;DS7;Fehler in den Zellen der Antriebsbatterie können zu Überhitzung, Rauchentwicklung und ggf. Brand führen;2019;2022;N/A;Fehler in den Zellen der Antriebsbatterie können zu Überhitzung, Rauchentwicklung und ggf. Brand führen;N/A;Das Steuergerät der Antriebsbatterie wird mit einer verbesserten Software zur Batterieüberwachung ferngeladen. Wenn eine Nicht-Konformität der Antriebsbatterie festgestellt wird, wird diese ausgetauscht.;DS7 Crossback;Keine;8411;524
13335;3590011;45336;MERCEDES-BENZ;C-KLASSE AMG;Ein durch eine nicht korrekte Fixierung vorgeschädigter Hinterachsleitungssatz kann zum Verlust des Vortriebs und zu einer Brandgefahr führen.;2022;2023;N/A;Ein durch eine nicht korrekte Fixierung vorgeschädigter Hinterachsleitungssatz kann zum Verlust des Vortriebs und zu einer Brandgefahr führen.;N/A;Der Hinterachsleitungssatz wird überprüft und ggf. ersetzt.;N/A;keine;112;91
11970;5990003;44792;MERCEDES-BENZ;E-KLASSE, GLC;Fehlerhaft verlegter Getriebeleitungssatz kann scheuern und in der Folge zum Vortriebsverlust führen.;2019;2021;N/A;Fehlerhaft verlegter Getriebeleitungssatz kann scheuern und in der Folge zum Vortriebsverlust führen.;;;N/A;N/A;57211;19788
12253;22V2790611 (2790611), 22V2790612 (2790612), 22V2790613 (2790613);44875;MERCEDES-BENZ;SPRINTER;Beeinträchtigung der Parksperre kann zum Wegrollen des Fahrzeugs führen.;2017;2022;N/A;Beeinträchtigung der Parksperre kann zum Wegrollen des Fahrzeugs führen.;N/A;Bei den betroffenen Fahrzeugen wird die Software diverser Steuergeräte aktualisiert.;N/A;N/A;284387;38093
11595;21S48;44603;FORD;KUGA;Produktionsfehler in der Batterie kann zu Überhitzung und Leistungsverlust führen. In der Folge rollt das Fahrzeug aus.;2020;2021;N/A;Produktionsfehler in der Batterie kann zu Überhitzung und Leistungsverlust führen. In der Folge rollt das Fahrzeug aus.;N/A;Es muss eine neue Hochspannungsbatterie eingesetzt werden.;Kuga PHEV;keine;92;27
11921;21Grey-072;44818;TOYOTA;TUNDRA;Fehlerhafte Schaltkreiskonfiguration können zur Überhitzung und Brandgefahr an den vorderen Scheinwerfern führen.;2017;2021;N/A;Fehlerhafte Schaltkreiskonfiguration können zur Überhitzung und Brandgefahr an den vorderen Scheinwerfern führen.;N/A;Die Halogenscheinwerfer werden überprüft und eine Relaisbox in den bestehenden Kabelstrang integriert.;N/A;N/A;165041;5
12895;6637;45134;ALFA ROMEO;GIULIA, STELVIO;Zu hohe Klemmkraft der Feststellbremse, verursacht durch einen Fehler im Bremssystemmodul, kann zum Bruch der Karbon-Keramik-Bremsscheibe führen, wodurch sich die Unfallgefahr erhöht.;2016;2021;N/A;Zu hohe Klemmkraft der Feststellbremse, verursacht durch einen Fehler im Bremssystemmodul, kann zum Bruch der Karbon-Keramik-Bremsscheibe führen, wodurch sich die Unfallgefahr erhöht.;N/A;Aktualisierung der Software des Bremssystemmoduls (BSM).;N/A;keine bekannt;1452;213
12373;DAK73;44959;KAWASAKI;NINJA;Vorzeitiger Verschleiß im Nockenwellen-Kettenspanner kann zum Verlust der Motorleistung führen.;2014;2022;N/A;Vorzeitiger Verschleiß im Nockenwellen-Kettenspanner kann zum Verlust der Motorleistung führen.;N/A;Die Nockenwellen-Kettenspanner werden ausgetauscht.;N/A;N/A;22498;2020
10502;KFV;44242;PEUGEOT;TRAVELLER, EXPERT;Aufgrund einer unsachgemäßen Verschraubung der Vorderräder kann es zu der Ablösung der Räder während der Fahrt kommen.;2020;2020;N/A;Aufgrund einer unsachgemäßen Verschraubung der Vorderräder kann es zu der Ablösung der Räder während der Fahrt kommen.;N/A;Kontrolle der Schrauben und Radnaben und ggf. Austausch der Teile.;N/A;N/A;37;2
10728;4692030;44323;MERCEDES-BENZ;A-KLASSE, GLA, B-KLASSE, CLA;Aufgrund fehlerhafter Spezifikationen der Bohrung im Kreuzgelenk an der Lenkspindel besteht die Gefahr einer eingeschränkten Lenkfunktion.;2016;2017;N/A;Aufgrund fehlerhafter Spezifikationen der Bohrung im Kreuzgelenk an der Lenkspindel besteht die Gefahr einer eingeschränkten Lenkfunktion.;N/A;Die Lenkspindel wird überprüft und ggf. ersetzt.;"Betroffener Produktionszeitraum: 30.11.2016 bis 14.07.2017 Baureihen: 117, 156, 176, 242 und 246.";N/A;90574;16590
12626;NC3PABTKW1 (9192160), NC3DABTKW2 (9192153), NC3DABTKW3, NC3DABTKW4;45007;MERCEDES-BENZ;SPRINTER;Takata Gasgenerator, Überdruckreaktion bei Auslösung;2005;2017;N/A;Fehler im Gasgenerator des Fahrer- und Beifahrerairbags kann bei Airbagauslösung zu unkontrollierter Entfaltung und zum Lösen von Metallfragmenten führen, die die Insassen verletzen können.;N/A;Erneuerung des Fahrer- und Beifahrerairbags.;keine;keine bekannt;198139;123387
12633;6XL, 6XR;45261;HONDA;CR-V, ODYSSEY;Nicht der Spezifikation entsprechende Breite des Gurtschlosskanals in der Gurtpeitsche kann dazu führen, dass sich der Auslöseknopf verkantet. In der Folge kann sich der Sicherheitsgurt unerwartet öffnen.;2018;2019;N/A;Nicht der Spezifikation entsprechende Breite des Gurtschlosskanals in der Gurtpeitsche kann dazu führen, dass sich der Auslöseknopf verkantet. In der Folge kann sich der Sicherheitsgurt unerwartet öffnen.;N/A;Austausch des defekten Gurtschlosses.;N/A;keine bekannt;541917;47
12562;N657;44984;LAND ROVER;RANGE ROVER SPORT, RANGE ROVER;Fehler im Zellüberwachungsmodul kann dazu führen, dass sich das Fahrzeug nicht starten lässt.;2013;2017;N/A;Fehler im Zellüberwachungsmodul kann dazu führen, dass sich das Fahrzeug nicht starten lässt.;N/A;"Modifikation des Batteriezellen-Überwachungsschaltkreises (CSC)							";Fahrzeuge mit Hybrid-Elektro-Antrieb (HEV).;N/A;3274;469
13044;21DC23;45145;HYUNDAI;KONA;Aufgrund des Eintritts von Kühlflüssigkeit in elektrische Systeme, kann es zu einem Antriebsverlust kommen.;2020;2020;N/A;Aufgrund des Eintritts von Kühlflüssigkeit in elektrische Systeme, kann es zu einem Antriebsverlust kommen.;N/A;Die elektrische Leistungseinheit (EPCU) wird auf Dichtheit geprüft und ggf. erneuert. Ggf. Austausch des Kühlflüssigkeit Tanks.;N/A;keine bekannt;2969;1848
13058;CI23-020;45166;TOYOTA;PROACE, PROACE VERSO;Aufgrund fehlerhafter Parameter werden gesetzliche Anforderungen bzgl. der Ausgabe der IUPR ( In Use Performance Ration) nicht eingehalten.;2021;2022;N/A;Aufgrund fehlerhafter Parameter werden gesetzliche Anforderungen bzgl. der Ausgabe der IUPR ( In Use Performance Ration) nicht eingehalten.;N/A;Softwareupdate der Motor ECU.;N/A;Keine;22865;5373
12375;Chief: I-22-06-A Scout: I-22-06-B;44960;INDIAN;SCOUT, CHIEF;Ausfall der Kraftstoffpumpe führt zum Antriebsausfall.;2021;2022;N/A;Ausfall der Kraftstoffpumpe führt zum Antriebsausfall.;N/A;Austausch der Kraftstoffpumpe.;Die Kraftstoffpumpe ist mangelhaft, wenn der Datumscode zwischen 20210308 und 20210910 liegt. Davor sowie dahinter gefertigte Kraftstoffpumpen sind einwandfrei.;Keine;14691;998
12383;U90;44909;CHRYSLER;200;Mangelhafte CO/NoX-Umwandlungseffizienz im Katalysator führt zu erhöhten Abgaswerten.;2015;2016;N/A;Mangelhafte CO/NoX-Umwandlungseffizienz im Katalysator führt zu erhöhten Abgaswerten.;;;N/A;N/A;N/A;N/A
10743;E212103163 (21-C-097) O2D (alt: E212103161 (21-C-077));44343;OPEL;INSIGNIA;Bei Belastung kann die Platte des Bremspedals sich lösen, wodurch die Bremsbetätigung eingeschränkt wird.;2021;2021;N/A;Bei Belastung kann die Platte des Bremspedals sich lösen, wodurch die Bremsbetätigung eingeschränkt wird.;N/A;Prüfung der Pedal Box anhand der Seriennummer und ggf. austauschen.;keine;keine bekannt.;5711;3480
10942;9196001, 9196004;44482;MERCEDES-BENZ;C-KLASSE, R-KLASSE;Fehler im Gasgenerator des Fahrerairbags kann bei Airbagauslösung zu unkontrollierter Entfaltung und zum Lösen von Metallfragmenten führen, die die Insassen verletzen können.;2005;2016;N/A;Fehler im Gasgenerator des Fahrerairbags kann bei Airbagauslösung zu unkontrollierter Entfaltung und zum Lösen von Metallfragmenten führen, die die Insassen verletzen können.;N/A;Austausch der betroffenen Airbags.;N/A;N/A;20506;5626
12669;KC5;45043;OPEL;GRANDLAND X;Eindringendes Wasser kann zu einer Durchrostung der Batterieverstärkung und des Batteriekastens führen. Im ungünstigsten Fall kann ein Batterie- / Fahrzeugbrand entstehen.;2019;2023;N/A;Eindringendes Wasser kann zu einer Durchrostung der Batterieverstärkung und des Batteriekastens führen. Im ungünstigsten Fall kann ein Batterie- / Fahrzeugbrand entstehen.;N/A;Der Korrosionsschutz zwischen Batterieträger und Batteriekasten wird geprüft und bei Bedarf aufgetragen. Falls keine Wasserablauflöcher im Träger der Antriebsbatterie vorhanden sind, werden Löcher von 6 mm Durchmesser in den Träger an bestimmten Stellen gebohrt.;Grandland X PHEV im Produktionszeitraum: 02.07.2019 bis 27.01.2023;Bisher sind keine Vorfälle im Feld bekannt.;20800;12698
12675;NC3DABTKW3 (9192154);45126;MERCEDES-BENZ;SPRINTER;Takata Gasgenerator, Überdruckreaktion bei Auslösung;2005;2018;N/A;Fehler im Gasgenerator des Fahrerairbags kann bei Airbagauslösung zu unkontrollierter Entfaltung und zum Lösen von Metallfragmenten führen, die die Insassen verletzen können.;N/A;Erneuerung des Fahrerairbags.;N/A;N/A;16173;30100
12573;VS30DRESIT (5491810);44985;MERCEDES-BENZ;SPRINTER;Beschädigung des Leitungssatzes der elektrischen Sitzverstellung kann zur Beeinträchtigung der Seitenairbags führen.;2022;2022;N/A;Beschädigung des Leitungssatzes der elektrischen Sitzverstellung kann zur Beeinträchtigung der Seitenairbags führen.;N/A;Die Verlegung des Leitungssatzes wird überprüft und korrekt befestigt.;Fahrzeuge mit verstellbaren Drehsitzen vorne und elektrischer Sitzverstellung.;keine bekannt;395;1
13226;23SD-101;45247;LEXUS;RZ, UX, NX, RX;Aufgrund eines Softwarefehlers ist der Notrufdienst eCall möglicherweise ohne Funktion.;2021;2023;N/A;Aufgrund eines Softwarefehlers ist der Notrufdienst eCall möglicherweise ohne Funktion.;N/A;Toyota wird eine SMS direkt an die betroffenen Fahrzeuge senden und die Telematiks-Einstellungen werden automatisch im Hintergrund abgeändert.Software Update - Over the air. Ggf. bei Komplikationen eine Kontrolle in der Vertragswerkstatt.;N/A;keine bekannt.;15500;611
11178;6360;37172;FIAT;DUCATO;Ausfall der dritten Bremsleuchte.;2021;2021;N/A;Ausfall der dritten Bremsleuchte.;N/A;Die Aktualisierung der Proxy-Datei erfolgt durch eine Neuprogrammierung des Body Computer-Steuergeräts (BCM).;Von Fz-Ident-Nr: ZFA25000002S64392 bis ZFA25000002T59518 Produktionszeitraum: 28. April 2021 bis 03. August 2021;N/A;4944;2023
11236;46.20U21175A;44512;EVOBUS;TOURISMO, CONECTO, CITARO, TRAVEGO;Aufgrund fehlerhafter Komponenten der Lenkungsanlage kann es über die Fahrzeuglebensdauer zu einem Lenkungsausfall kommen.;2021;2021;N/A;Aufgrund fehlerhafter Komponenten der Lenkungsanlage kann es über die Fahrzeuglebensdauer zu einem Lenkungsausfall kommen.;N/A;An den betroffenen Fahrzeugen wird die Lenkspindel getauscht.;N/A;N/A;2615;825
12004;JFN;44939;DS;DS3;Der Hochspannungskabelbaum entspricht nicht der Spezifikation wodurch erhöhte Brandgefahr besteht.;2022;2022;N/A;Der Hochspannungskabelbaum entspricht nicht der Spezifikation wodurch erhöhte Brandgefahr besteht.;N/A;Die Maßnahme besteht aus der Kontrolle und ggf. dem Austausch des HV- Kabels;N/A;N/A;N/A;N/A
12006;KXF;44782;PEUGEOT;E-BOXER;Aufgrund eines möglicherweise fehlenden Potentialausgleiches des Sicherungskastens kann es unter Umständen zu einem elektrischen Schlag kommen.;2020;2021;N/A;Aufgrund eines möglicherweise fehlenden Potentialausgleiches des Sicherungskastens kann es unter Umständen zu einem elektrischen Schlag kommen.;N/A;Herstellung des Potentialausgleiches des Sicherungskastens.;N/A;N/A;126;12
12638;2023-6;45034;CAN-AM;RYKER, SPYDER;Defekt im Bremslichtschalter kann dazu führen, dass die Bremslichter dauerhaft leuchten.;2019;2023;N/A;Defekt im Bremslichtschalter kann dazu führen, dass die Bremslichter dauerhaft leuchten.;N/A;Austausch und die Einstellung des Bremslichtschalters und das Hinzufügen einer Feder am Bremslichtschalter.;Spyder RT;N/A;56264;1744
12930;CPC-PARABR (3090085);45112;MERCEDES-BENZ;AROCS, ACTROS;Beim manuellen Bremsen mit Retarder werden bei Verzögerungen von >1,3 m/s² die Bremsleuchten nicht aktiviert.;2022;2023;N/A;Beim manuellen Bremsen mit Retarder werden bei Verzögerungen von >1,3 m/s² die Bremsleuchten nicht aktiviert.;N/A;Korrektur der CPC Parametrierung;N/A;N/A;1998;86
12931;JTD;45166;CITROEN;JUMPY, SPACETOURER;Aufgrund fehlerhafter Parameter werden gesetzliche Anforderungen bzgl. der Ausgabe der IUPR ( In Use Performance Ration) nicht eingehalten.;2020;2022;N/A;Aufgrund fehlerhafter Parameter werden gesetzliche Anforderungen bzgl. der Ausgabe der IUPR ( In Use Performance Ration) nicht eingehalten.;N/A;Die Kalibrierung des Motorsteuergeräts (ECU) wird aktualisiert.;N/A;N/A;7581;1384
15052R;8297014, 8297015;45790;MERCEDES-BENZ;CLE, GLC, C-KLASSE, EQS, S-KLASSE, EQE, E-KLASSE, SL, AMG GT;Schlagwort: Brandgefahr;44957;45216;https://www.mercedes-benz.de/passengercars/services/recall.html;Nicht korrekt nachgearbeitete Sicherungsdose kann Kontaktunterbrechungen oder fehlerhaften Sicherungswerte nach sich ziehen, die zu diversen Sicherungsausfällen führen können. Im schlimmsten Fall kann ein Brand nicht ausgeschlossen werden.;N/A;Bei den betroffenen Fahrzeugen werden die entsprechenden Vorsicherungsdosen überprüft und ggf. ersetzt.;N/A;nicht bekannt;4652;927
14993R;MV4;45756;PEUGEOT;208, PARTNER, RIFTER, EXPERT TRAVELLER, EXPERT, 2008;Antriebsausfall;44691;45016;N/A;Softwarefehler im Batteriemanagementsystem kann zu Startschwierigkeiten und zum Ausfall des Antriebs während der Fahrt führen.;N/A;Software-Aktualisierung des BMU;N/A;Keine bekannt.;23704;3584
15083R;0061190900;45807;MINI;COOPER;Brandgefahr;45125;45594;N/A;Beschädigung während der Fertigung der Batteriemodule kann zu einem Kurzschluss und einem Brand, auch nach dem Abstellen, führen.;;;N/A;N/A;176;38
14998R;241232;45757;KIA;SORENTO;Vorschriftenabweichung Licht;45126;45644;N/A;Im Abblendlichtmodus leuchtet die Begrenzungsleuchte nicht auf, nachdem der Fahrtrichtungsanzeiger länger als 5 Minuten eingeschaltet war.;N/A;Die Software des PDC (Power Net Domain Controller/Spannungshauptsteuereinheit) wird aktualisiert.;N/A;N/A;123701;1647
14712R;0EKB;45706;DACIA;JOGGER;Radverlust;45379;45577;"https://www.dacia.de/rueckrufkampagnen.html							";Nicht der Spezifikation entsprechendes Anzugsmoment der hinteren Achsschenkelschrauben kann zum Verlust eines Hinterrades und in der Folge zu einem Kontrollverlust über das Fahrzeug führen.;N/A;Die Befestigungsschrauben werden ersetzt.;N/A;Keine bekannt.;5659;1032
14485R;6923;45600;FIAT;500E;Antriebsverlust / Brandgefahr;44460;45240;N/A;Fehlende Klemme/Mutter am Minuspol des Batteriepacks kann zum Verlust der Antriebsleistung und einer Brandgefahr führen.;N/A;Austausch der Hochvoltbatterie.;500 BEV;Keine bekannt.;30;10
14761R;30B;45796;JEEP;GLADIATOR, WRANGLER;Schlagwort: Ausfall Geschwindigkeitsanzeige;43126;45430;N/A;Fehlerhaftes Kombiinstrument kann ausfallen.;N/A;Austausch der Anzeige des Kombiinstruments.;N/A;Keine bekannt.;35417;6
14604R;41D091 (Teil 3);45708;HYUNDAI;TUCSON, GRANDEUR, IX35, ACCENT, AZERA, GENESIS;Brandgefahr;39959;41943;https:// www.hyundai.com;Kurzschluss in der ESP-Einheit kann zum Brand führen.;N/A;Es wird eine überarbeitete Sicherung verbaut.;Genesis Coupe;nicht bekannt;784027;894
15123R;SR-25-02-0;45805;LUCID;AIR;Beeinträchtigung e-Call-System;45128;45224;nicht vorhanden;Die manuelle Bedienung des E-Call-Systems funktioniert nicht.;N/A;Austausch der Überkopfkonsole.;N/A;Keine bekannt.;280;207
14410R;24C28;45575;FORD;TRANSIT COURIER, TOURNEO COURIER;fehlende Störungsmeldung Airbag;45464;45474;https://www.ford.de/hilfe/r%C3%Bcckrufe;Verbau eines falschen Seitenairbags vorne rechts führt zum Ausbleiben von Warnmeldungen im Falle einer Störung. Im Auslösefall öffnet sich der Airbag wie vorgesehen.;N/A;Austausch des vorderen rechten Seitenairbags.;N/A;nicht bekannt;110;11
14651R;NB8;45644;CITROEN;C4;Vorschriftenabweichung ADAS;45323;45433;N/A;Fehler im Advanced Driver Assistance System kann zum gleichzeitigen Deaktivieren des Notbremsassistenten und des Spurhalteassistenten führen.;N/A;Aktualisierung der Radio-Software.;C4, C4X;Keine bekannt.;7121;1054
14169R;0032550300, 0032560300, 0032570300;45565;ALPINA;BMW ALPINA B4 BITURBO, BMW ALPINA B5 BITURBO, BMW ALPINA B3 BITURBO, BMW ALPINA B4 S BITURBO, BMW ALPINA D3 BITURBO, BMW ALPINA B6 BITURBO, BMW ALPINA B3 S BITURBO, BMW ALPINA D3;Takata Gasgenerator, Überdruckreaktion bei Auslösung;37693;43271;nicht vorhanden;Fahrzeuge mit Lenkradumrüstung: Fehler im Gasgenerator des Fahrerairbags führt bei Airbagauslösung zu unkontrollierter Entfaltung und zum Lösen von Metallfragmenten, die die Insassen verletzen können.;N/A;Der Fahrerairbag wird geprüft und ggf. ersetzt.;BMW ALPINA D3, BMW ALPINA D3 Touring, BMW ALPINA D3 BITURBO, BMW ALPINA D3 BITURBO Coupé, BMW ALPINA B5 BITURBO, BMW ALPINA B5 BITURBO Touring, BMW ALPINA D5 BITURBO, BMW ALPINA D5 BITURBO Touring, BMW ALPINA B6 BITURBO Gran Coupé, BMW ALPINA B6 BITURBO Cabrio, BMW ALPINA B6 BITURBO Coupé, BMW ALPINA XD3 BITURBO, BMW ALPINA B3 BITURBO, BMW ALPINA B3 BITURBO Touring, BMW ALPINA B4 BITURBO Coupé, BMW ALPINA B4 BITURBO Cabrio, BMW ALPINA D3 BITURBO Touring, BMW ALPINA D4 BITURBO Coupé u. a.;nicht bekannt;6862;3345
