Type of alert;Type;Alert number;Alert submitted by;Country of origin;Counterfeit;Risk type;Risk legal provision;Product;Name;Description;Brand;Category;Type / number of model;OECD Portal category;Risk;Compulsory measures;Voluntary measures;Products were found and measures were taken also in;Company recall page;Barcode;Batch number;Company recall code (**);Production dates (**);Packaging description
Serious risk;Professional;A12/02832/24;France;France;No;Fire;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger van / Light commercial vehicle;Master III;Passenger van / Light commercial vehicle.;Renault;Motor vehicles;e2*2007/46*0023, e2*2007/46*0024, e2*2007/46*0026, e2*2007/46*0028, e2*2007/46*0052, e2*2007/46*0053, e2*2007/46*0054;77000000 - Automotive;The fuel line is too close to the wiring harness, which can cause the fuel line to rub against the wires and wear out. This can lead to fuel leaking under the car, creating a risk of fire.;;"Type of economic operator taking notified measure(s): Distributor
Category of measure(s): Recall of the product from end users
Date of entry into force: 02/09/2024";Bulgaria, Germany, Hungary, Ireland, Norway, Slovenia;;;;C0392;23.09.2014 - 27.09.2023;
Serious risk;Consumer;A12/02791/24;France;France;No;Injuries;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger van / Light commercial vehicle;Proace, Proace Verso;Passenger van / Light commercial vehicle.;Toyota;Motor vehicles;e2*2007/46*0538*24;77000000 - Automotive;The rear coil springs may be incorrectly fitted. This could lead to a loss of vehicle handling, increasing the risk of an accident. Additionally, the springs may detach from their support and fall onto the road while driving, posing a risk to the following traffic.;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: 25/09/2024";Germany, Norway, Poland, Sweden, Slovenia, Slovakia;;;;CI24-042;02.04.2024 - 29.06.2024;
Serious risk;Consumer;A12/02824/24;France;France;No;Environment;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger car;208, 2008, 301, 308, 3008, 5008, Partner;Passenger car;Peugeot;Motor vehicles;e2*2007/46*0224*19 (301), e2*2007/46*0534*21 - e2*2007/46*0534*23 (3008 et 5008), e2*2007/46*0625*18 (partner), e2*2007/46*0628*17 - e2*2007/46*0628*21 (308), e2*2007/46*0639*17 - e2*2007/46*0639*20 (208 et 2008);77000000 - Automotive;In certain vehicles fitted with the DV5R E6.3 engine, the nitrogen oxide (NOx) emissions are above the regulatory limits. Excessive NOx emissions pose a risk to the environment.;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: 12/03/2024";Denmark, Croatia, Hungary, Ireland, Luxembourg, Norway, Poland, Portugal, Sweden, Slovenia, Slovakia;;;;MM3;"1/2/2022 (Partner)
From 22/1/2022 to 1/2/2022 (301)
From 3/1/2022 to 14/10/2022 (2008)
From 3/1/2022 to 8/11/2022 (208)
From 4/1/2022 to 8/12/2022 (5008)
From 5/1/2022 to 9/12/2022 (308 and 3008)";
Serious risk;Consumer;A12/02827/24;France;France;No;Environment;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger car;Astra L, Corsa, Crossland X, Mokka;Passenger car;Opel/Vauxhall;Motor vehicles;e2*2007/46*0628*16 - e2*2007/46*0628*23 (Astra L), e2*2007/46*0628*25 and e2*2007/46*0628*26 (Astra L), e2*2007/46*0639*17 - e2*2007/46*0639*20 (Corsa), e2*2007/46*0639*17 - e2*2007/46*0639*22 (Mokka), e4*2007/46*1194*16 - e4*2007/46*1194*18 (Crossland X);77000000 - Automotive;In certain vehicles fitted with the DV5R E6.3 engine, the nitrogen oxide (NOx) emissions are above the regulatory limits. Excessive NOx emissions pose a risk to the environment.;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: 12/03/2024";Bulgaria, Denmark, Croatia, Hungary, Ireland, Luxembourg, Poland, Portugal, Slovenia, Slovakia;;;;KKT;"From 11/1/2022 to 6/12/2022 (Astra L)
From 3/1/2022 to 9/11/2022 (Crossland X)
From 4/1/2022 to 10/1/2023 (Mokka)
From 5/1/2022 to 19/10/2022 (Corsa)";
Serious risk;Consumer;A12/02826/24;France;France;No;Environment;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger car;C3 Aircross, C3 V4, C4 V3, C4 Picasso, C5 Aircross, C-Elysee, DS3 crossback;Passenger car;Citroen & DS;Motor vehicles;e2*2007/46*0003*66 - e2*2007/46*0003*69 (C3), e2*2007/46*0060*32 - e2*2007/46*0060*35 (C3), e2*2007/46*0225*19 and e2*2007/46*0225*20 (C-Elysée), e2*2007/46*0225*22 and e2*2007/46*0225*23 (C-Elysée), e2*2007/46*0356*30 - e2*2007/46*0356*32 (C4 Picasso), e2*2007/46*0639*17 - e2*2007/46*0639*21 (DS3 Crossback), e2*2007/46*0642*16 - e2*2007/46*0642*18 (C5 Aircross), e4*2007/46*1241*16 - e4*2007/46*1241*18 (C3 Aircross), e9*2007/46*6816*08 et e9*2007/46*6816*09 (C4), e9*2007/46*6816*11 et e9*2007/46*6816*12 (C4);77000000 - Automotive;In certain vehicles fitted with the DV5R E6.3 engine, the nitrogen oxide (NOx) emissions are above the regulatory limits. Excessive NOx emissions pose a risk to the environment.;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: 12/03/2024";Bulgaria, Denmark, Croatia, Hungary, Ireland, Luxembourg, Poland, Portugal, Slovenia, Slovakia;;;;MJ4;"3/1/2022 - 18/11/2022 (C3 Aircross)
3/1/2022 - 9/10/2022 (C3)
4/1/2022 - 14/10/2022 (C-Elysée)
4/1/2022 - 24/11/2022 (C4)
4/1/2022 - 27/6/2022 (C4 Picasso)
4/1/2022 - 4/12/2022 (DS3 Crossback)
5/1/2022 -15/12/2022 (C5 Aircross)";
Serious risk;Consumer;A12/02830/24;Germany;Germany;No;Injuries;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger car;1 series, 3 series, X3, E91 with 8TP;Passenger cars, equipped with Takata airbags.;Bmw;Motor vehicles;182, 187, 1C, 1K2, 1K4, 390L, 390X, 392C, 3C, 3K, 3K-N1, 3L, X83, e1*2001/116*0249*, e1*2001/116*0287*, e1*2001/116*0308*, e1*2001/116*0344*, e1*2001/116*0346*, e1*2001/116*0352*, e1*2007/46*0273*, e1*2007/46*0277*, e1*2007/46*0283*, e1*2007/46*0314*, e1*2007/46*0315*, e1*2007/46*0316*, e24*2007/46*0022*;77000000 - Automotive;The propellant in the driver airbag may deteriorate over time. If the airbags deploy, it could result in fragments from the inflator injuring the vehicle's occupants.;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Croatia, Luxembourg, Portugal;https://www.bmw.de/rueckrufe;;;0032600300;02.01.2006 - 28.05.2008;
Serious risk;Professional;A12/02831/24;Germany;Hungary;No;Injuries;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Vehicle part / Park-and-shunt valve;TEM+;Vehicle part: park-and-shunt valve.;Haldex;Motor vehicles;;77000000 - Automotive;A production defect can cause the park-and-shunt valve with emergency braking function to release the trailer’s brakes by itself. This can lead to a loss of control over the trailer and increase the risk of accidents and injuries.;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";;;;;161_TEM;01.03.2023 - 31.12.2023;
Serious risk;Consumer;A12/02833/24;Germany;Germany;No;Injuries;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger car;1, 2, 2 Active Tourer/Gran Tourer, 3, 4, 5, 6, X1, X2, X3, X4, X5, X6;Passenger car, equipped with Takata airbags.;Bmw;Motor vehicles;GT, K-N1, 5L, 5K, 6C, X5, X6, X-N1, 1K4, 1K2, 1C, X3, X-N1, 3L, 3K, 3K-N1, 3C, 3-V, 3K-N1, F2X, UKL-L, F2AT, F2GT, F1X, M5/M6, M3, M7X, e1*2007/46*0215*, e1*2007/46*0508* (ab NT *02),  e1*2007/46*0363*, e1*2007/46*0455*, e1*2007/46*0562*, e1*2007/46*0421* (ab NT *10),  e1*2007/46*0412* (ab NT*08),  e1*2007/46*0454* (ab NT*11), e1*2007/46*0283* (ab NT *04),  e1*2007/46*0273* (ab NT *04),  e1*2007/46*0277* (ab NT *08),  e1*2007/46*0512* (ab NT*00 / *12),  e1*2007/46*0454* (ab NT*05 / *13) , e1*2007/46*0314* (ab NT *05), e1*2007/46*0315* (ab NT *06), e24*2007/46*0022* (ab NT*03),  e1*2007/46*0316* (ab NT *08), e1*2007/46*0559*, e24*2007/46*0022* (ab NT*05),  e1*2007/46*1824*, e1*2007/46*0371* (ab NT*13), e1*2007/46*1675* (ab GG *00),  e1*2007/46*1677* (ab GG *00), e1*2007/46*1676* (ab GG *00), e1*2007/46*0361*, e1*2007/46*0377* (ab NT *06), e1*2007/46*0172* (ab NT *06), individual approval;77000000 - Automotive;The propellant in the driver airbag may deteriorate over time. If the airbags deploy, it could result in fragments from the inflator injuring the vehicle's occupants.;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Denmark, France, Croatia, Hungary, Ireland, Luxembourg, Norway, Portugal, Sweden, Slovenia;https://www.bmw.de/Rueckrufe;;;0032620300;02.01.2016 - 12.12.2017;
Serious risk;Consumer;A12/02834/24;Germany;Germany;No;Injuries;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger car;D3, B5, D5, B6, XD3, B3, B4, D4, B3S, B4S;"Passenger cars, retrofitted with Takata Airbag by conversion of the steering wheel to “Sport” or “M Sport”.
Series: E90, E91, E92, F06, F10, F11, F12, F13, F25, F30, F31, F32, F33.";BMW ALPINA;Motor vehicles;e1*KS07/46*0005*00 -*05, e1*KS07/46*0011*00 -*10, e1*KS07/46*0018*00, e1*KS07/46*0034*00 -*11, e1*KS07/46*0035*00 -*06;77000000 - Automotive;The propellant in the driver airbag may deteriorate over time. If the airbags deploy, it could result in fragments from the inflator injuring the vehicle's occupants.;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Luxembourg, Norway, Portugal, Sweden;;;;"0032550300
0032560300
0032570300";13.03.2003 - 20.06.2018;
Serious risk;Consumer;A12/02858/24;Germany;Republic of Korea;No;Injuries;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger car;Cruze, Orlando, Trax, Aveo;Passenger car, equipped with Takata airbags.;Chevrolet;Motor vehicles;e4*2001/116*0140* (KL1J), e4*2007/46*0224* (KL1Y), e4*2007/46*0270* (KL1T), e4*2007/46*0295* (KL1YN), e4*2007/46*0696* (KL1B);77000000 - Automotive;The propellant in the inflator of the driver airbag may deteriorate over time. If the airbags deploy, it could result in fragments of the inflator injuring the vehicle's occupants.;;"Type of economic operator taking notified measure(s): Other
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";France, Luxembourg, Slovenia;;;;KCS;"02.12.2008 - 10.01.2017 (Cruze)
12.11.2012 - 31.08.2015 (Trax)
18.06.2010 - 10.05.2016 (Orlando)
26.01.2011 - 27.06.2016 (Aveo)";
